display_name,name,realm,remote_ip,remote_pip,attempt_connect,maxActive,disabled,peer_test_mode,peer_mtu,local_port_range_1,local_port_range_2,local_port_range_3,local_port_range_4,local_port_range_5,local_port_range_6,local_port_range_7,local_port_range_8,MaxInboundStreams,MaxOutboundStreams
MTN_SA_rbdea1,aaa://rbdea1.epc.mnc010.mcc655.3gppnetwork.org;transport=sctp,epc.mnc010.mcc655.3gppnetwork.org,"41.208.54.128,41.208.54.129",,false,1,false,true,1500,,,,,,,,,,
NA-CHI-DSC01,aaa://chi-01.dra.ipx.syniverse.3gppnetwork.org:3868;transport=sctp,dra.ipx.syniverse.3gppnetwork.org,"131.166.129.119,131.166.129.135",,true,10,false,true,1500,17001,17002,17003,17004,17005,17006,17007,17008,,
NA-DAL-DSC01,aaa://dal-01.dra.ipx.syniverse.3gppnetwork.org;transport=sctp,dra.ipx.syniverse.3gppnetwork.org,"131.166.129.151,131.166.129.167",,false,10,false,true,1500,,,,,,,,,,
EU-FRT-DSC01,aaa://frt-01.dra.ipx.syniverse.3gppnetwork.org:3868;transport=sctp,dra.ipx.syniverse.3gppnetwork.org,"173.209.215.166,173.209.215.182",,true,1,false,false,1500,17012,,,,,,,,,
AP-HKG-DSC01,aaa://hkg-01.dra.ipx.syniverse.3gppnetwork.org:3868;transport=sctp,dra.ipx.syniverse.3gppnetwork.org,"173.209.220.115,173.209.220.123",,false,10,false,false,1500,,,,,,,,,,
AP-SNG-DSC01,aaa://sng-01.dra.ipx.syniverse.3gppnetwork.org:3868;transport=sctp,dra.ipx.syniverse.3gppnetwork.org,"173.209.221.115,173.209.221.123",,false,10,false,false,1500,,,,,,,,,,
PCCWG-Belgium-DEA1,aaa://dra01-n1-bru01.pccwglobal.ipxnetwork.org:3868;transport=sctp,pccwglobal.ipxnetwork.org,"93.95.48.154,93.95.48.158",,true,1,false,true,1500,17120,,,,,,,,65535,100
PCCWG-Belgium-DEA2,aaa://dra01-n2-bru01.pccwglobal.ipxnetwork.org:3868;transport=sctp,pccwglobal.ipxnetwork.org,"93.95.48.178,93.95.48.182",,true,1,false,true,1500,17121,,,,,,,,65535,10
TelekomAustria-ifad-DRA,aaa://lfad-tag-dxa-02.spn28834.ipxsp.org:3868;transport=sctp,spn28834.ipxsp.org,"213.157.140.53,213.157.140.61",,false,1,false,false,1500,,,,,,,,,,
TelekomAustria-wars-DRA,aaa://wars-tag-dxa-01.spn28834.ipxsp.org:3868;transport=sctp,spn28834.ipxsp.org,"213.157.140.21,213.157.140.29",,false,1,false,false,1500,,,,,,,,,,
OoredooQT-mmec05-MME,aaa://mmec05.mmegi8000.mme.epc.mnc001.mcc427.3gppnetwork.org:3868;transport=sctp,epc.mnc001.mcc427.3gppnetwork.org,82.148.127.130,,false,1,false,true,1500,,,,,,,,,,
SAFARICOM-THK-DEA,aaa://dea1-thk.epc.mnc002.mcc639.3gppnetwork.org:3868;transport=sctp,epc.mnc002.mcc639.3gppnetwork.org,"196.201.211.52,196.201.211.244",,true,1,false,true,1500,17147,,,,,,,,8,8
SAFARICOM-MSA-DEA,aaa://dea2-msa.epc.mnc002.mcc639.3gppnetwork.org:3868;transport=sctp,epc.mnc002.mcc639.3gppnetwork.org,"196.201.220.84,196.201.220.100",,true,1,false,true,1500,17148,,,,,,,,8,8
ibasis-drartm101-dea,aaa://drartm101.ibasis.grx;transport=sctp,ibasis.grx,"62.93.155.6,62.93.155.38",,false,1,false,true,1500,,,,,,,,,,
ibasis-drartm102-dea,aaa://drartm102.ibasis.grx;transport=sctp,ibasis.grx,"62.93.155.7,62.93.155.39",,false,1,false,true,1500,,,,,,,,,,
VFQ_MME_SGSN_QSTP,aaa://mmec69.mmegi8000.mme.epc.mnc002.mcc427.3gppnetwork.org;transport=sctp,epc.mnc002.mcc427.3gppnetwork.org,"80.76.164.146,80.76.164.147",,false,1,false,true,1500,,,,,,,,,,
VFQ_MME_SGSN_QDC,aaa://mmeccd.mmegi8000.mme.epc.mnc002.mcc427.3gppnetwork.org;transport=sctp,epc.mnc002.mcc427.3gppnetwork.org,"80.76.162.239,80.76.162.240",,false,1,false,true,1500,,,,,,,,,,
Beezz-HSS-hlr1srv,aaa://hlr1srv.epc.mnc023.mcc425.3gppnetwork.org:3868;transport=sctp,epc.mnc023.mcc425.3gppnetwork.org,"185.82.68.65,185.82.68.66",,true,1,false,true,1500,17149,,,,,,,,10,65535
Beezz-HSS-hlr2srv,aaa://hlr2srv.epc.mnc023.mcc425.3gppnetwork.org:3868;transport=sctp,epc.mnc023.mcc425.3gppnetwork.org,"185.82.68.67,185.82.68.68",,true,1,false,true,1500,17150,,,,,,,,10,65535
TIWS-SDRAFRAAC,aaa://drafra01.tgsolutions.grx:3868;transport=sctp,tgsolutions.grx,"66.119.86.36,66.119.86.52",,true,1,false,true,1500,17153,,,,,,,,8,8
TIWS-vh-SDRAFRAAC,aaa://vh-drafra01.tgsolutions.grx:3868;transport=sctp,tgsolutions.grx,"66.119.86.37,66.119.86.53",,true,1,false,true,1500,17154,,,,,,,,8,8
TIWS-SDRAMADPE,aaa://dramad01.tgsolutions.grx:3868;transport=sctp,tgsolutions.grx,"66.119.86.4,66.119.86.20",,true,1,false,false,1500,17151,,,,,,,,8,8
TIWS-vh-SDRAMADPE,aaa://vh-dramad01.tgsolutions.grx:3868;transport=sctp,tgsolutions.grx,"66.119.86.5,66.119.86.21",,true,1,false,true,1500,17152,,,,,,,,8,8
Zain-Jordan-HQ-DEA,aaa://zainamm.dra.ims.mnc001.mcc416.3gppnetwork.org:3868;transport=sctp,ims.mnc001.mcc416.3gppnetwork.org,"77.245.14.197,188.247.66.253",,true,1,false,true,1500,17155,,,,,,,,10,65535
MTS-Russia-DEA11,aaa://dea11.epc.mnc001.mcc250.3gppnetwork.org:3868;transport=sctp,epc.mnc001.mcc250.3gppnetwork.org,"213.87.78.45,213.87.78.53",,true,1,false,true,1500,17163,,,,,,,,8,8
MTS-Russia-DEA12,aaa://dea12.epc.mnc001.mcc250.3gppnetwork.org:3868;transport=sctp,epc.mnc001.mcc250.3gppnetwork.org,"213.87.78.197,213.87.78.205",,true,1,false,true,1500,17164,,,,,,,,8,8
OoredooQT-mmec4-MME,aaa://mmec4.mmegi100.mme.epc.mnc001.mcc427.3gppnetwork.org;transport=sctp,epc.mnc001.mcc427.3gppnetwork.org,82.148.114.218,,false,1,false,true,1500,,,,,,,,,,
Three_Ireland-DT0HSS81-HSS,aaa://dt0hss81.epc.mnc005.mcc272.3gppnetwork.org;transport=sctp,epc.mnc005.mcc272.3gppnetwork.org,"185.60.124.2,185.60.124.6","172.30.233.35,172.30.233.51",false,1,false,true,1500,,,,,,,,,,
Three_Ireland-DT0HSS82-HSS,aaa://dt0hss82.epc.mnc005.mcc272.3gppnetwork.org;transport=sctp,epc.mnc005.mcc272.3gppnetwork.org,"185.60.124.1,185.60.124.5","172.30.233.38,172.30.233.53",false,1,false,true,1500,,,,,,,,,,
Three_Ireland-DN1HSS03-HSS,aaa://dn1hss03.epc.mnc005.mcc272.3gppnetwork.org;transport=sctp,epc.mnc005.mcc272.3gppnetwork.org,"83.136.44.130,83.136.44.138","172.23.49.163,172.23.49.179",false,1,false,true,1500,,,,,,,,,,
